Index: 10, True: plane, LeNet: deer, ResLeNet: plane
Index: 2505, True: horse, LeNet: truck, ResLeNet: horse
Index: 2506, True: cat, LeNet: car, ResLeNet: cat
Index: 2507, True: plane, LeNet: bird, ResLeNet: plane
Index: 2509, True: bird, LeNet: car, ResLeNet: bird
Index: 2511, True: ship, LeNet: car, ResLeNet: ship
Index: 2515, True: bird, LeNet: deer, ResLeNet: bird
Index: 2521, True: truck, LeNet: dog, ResLeNet: truck
Index: 2523, True: deer, LeNet: cat, ResLeNet: deer
Index: 2529, True: cat, LeNet: dog, ResLeNet: cat
Index: 2530, True: frog, LeNet: cat, ResLeNet: frog
Index: 2535, True: plane, LeNet: frog, ResLeNet: plane
Index: 2538, True: dog, LeNet: bird, ResLeNet: dog
Index: 2543, True: cat, LeNet: dog, ResLeNet: cat
Index: 2551, True: bird, LeNet: frog, ResLeNet: bird
Index: 2555, True: horse, LeNet: cat, ResLeNet: horse
Index: 2567, True: deer, LeNet: cat, ResLeNet: deer
Index: 2568, True: truck, LeNet: deer, ResLeNet: truck
Index: 2575, True: dog, LeNet: deer, ResLeNet: dog
Index: 2580, True: frog, LeNet: dog, ResLeNet: frog
Index: 2581, True: deer, LeNet: cat, ResLeNet: deer
Index: 2585, True: cat, LeNet: dog, ResLeNet: cat
Index: 2592, True: bird, LeNet: dog, ResLeNet: bird
Index: 2593, True: ship, LeNet: car, ResLeNet: ship
Index: 2598, True: cat, LeNet: dog, ResLeNet: cat
Index: 2599, True: frog, LeNet: cat, ResLeNet: frog
Index: 2603, True: plane, LeNet: bird, ResLeNet: plane
Index: 2605, True: deer, LeNet: horse, ResLeNet: deer
Index: 2612, True: cat, LeNet: dog, ResLeNet: cat
Index: 2617, True: cat, LeNet: truck, ResLeNet: cat
Index: 2619, True: horse, LeNet: cat, ResLeNet: horse
Index: 2629, True: bird, LeNet: deer, ResLeNet: bird
Index: 2633, True: cat, LeNet: frog, ResLeNet: cat
Index: 2643, True: cat, LeNet: dog, ResLeNet: cat
Index: 2646, True: cat, LeNet: dog, ResLeNet: cat
Index: 2657, True: horse, LeNet: dog, ResLeNet: horse
Index: 2662, True: frog, LeNet: deer, ResLeNet: frog
Index: 2663, True: horse, LeNet: truck, ResLeNet: horse
Index: 2671, True: frog, LeNet: plane, ResLeNet: frog
Index: 2681, True: plane, LeNet: bird, ResLeNet: plane
Index: 2682, True: horse, LeNet: deer, ResLeNet: horse
Index: 2689, True: dog, LeNet: cat, ResLeNet: dog
Index: 2690, True: bird, LeNet: frog, ResLeNet: bird
Index: 2695, True: bird, LeNet: frog, ResLeNet: bird
Index: 2699, True: deer, LeNet: bird, ResLeNet: deer
Index: 2701, True: car, LeNet: ship, ResLeNet: car
Index: 2703, True: truck, LeNet: plane, ResLeNet: truck
Index: 2704, True: plane, LeNet: ship, ResLeNet: plane
Index: 2705, True: ship, LeNet: plane, ResLeNet: ship
Index: 2716, True: dog, LeNet: cat, ResLeNet: dog
Index: 2717, True: plane, LeNet: cat, ResLeNet: plane
Index: 2718, True: dog, LeNet: cat, ResLeNet: dog
Index: 2721, True: ship, LeNet: deer, ResLeNet: ship
Index: 2722, True: dog, LeNet: deer, ResLeNet: dog
Index: 2729, True: dog, LeNet: cat, ResLeNet: dog
Index: 2733, True: cat, LeNet: frog, ResLeNet: cat
Index: 2736, True: ship, LeNet: car, ResLeNet: ship
Index: 2737, True: ship, LeNet: truck, ResLeNet: ship
Index: 2742, True: bird, LeNet: dog, ResLeNet: bird
Index: 2746, True: bird, LeNet: truck, ResLeNet: bird
Index: 2747, True: cat, LeNet: ship, ResLeNet: cat
Index: 2755, True: dog, LeNet: horse, ResLeNet: dog
Index: 2756, True: truck, LeNet: horse, ResLeNet: truck
Index: 2762, True: deer, LeNet: bird, ResLeNet: deer
Index: 2769, True: bird, LeNet: truck, ResLeNet: bird
Index: 2779, True: cat, LeNet: bird, ResLeNet: cat
Index: 2783, True: plane, LeNet: cat, ResLeNet: plane
Index: 2787, True: cat, LeNet: truck, ResLeNet: cat
Index: 2788, True: horse, LeNet: frog, ResLeNet: horse
Index: 2794, True: plane, LeNet: ship, ResLeNet: plane
Index: 2796, True: horse, LeNet: dog, ResLeNet: horse
Index: 2797, True: frog, LeNet: dog, ResLeNet: frog
Index: 2814, True: car, LeNet: truck, ResLeNet: car
Index: 2818, True: dog, LeNet: cat, ResLeNet: dog
Index: 2821, True: plane, LeNet: deer, ResLeNet: plane
Index: 2822, True: cat, LeNet: dog, ResLeNet: cat
Index: 2823, True: cat, LeNet: deer, ResLeNet: cat
Index: 2825, True: bird, LeNet: frog, ResLeNet: bird
Index: 2829, True: cat, LeNet: truck, ResLeNet: cat
Index: 2840, True: cat, LeNet: dog, ResLeNet: cat
Index: 2842, True: horse, LeNet: deer, ResLeNet: horse
Index: 2847, True: ship, LeNet: plane, ResLeNet: ship
Index: 2855, True: cat, LeNet: bird, ResLeNet: cat
Index: 2858, True: deer, LeNet: horse, ResLeNet: deer
Index: 2859, True: car, LeNet: frog, ResLeNet: car
Index: 2862, True: frog, LeNet: dog, ResLeNet: frog
Index: 2867, True: horse, LeNet: deer, ResLeNet: horse
Index: 2868, True: truck, LeNet: cat, ResLeNet: truck
Index: 2869, True: deer, LeNet: plane, ResLeNet: deer
Index: 2873, True: truck, LeNet: car, ResLeNet: truck
Index: 2874, True: ship, LeNet: plane, ResLeNet: ship
Index: 2875, True: car, LeNet: plane, ResLeNet: car
Index: 2888, True: horse, LeNet: dog, ResLeNet: horse
Index: 2889, True: horse, LeNet: dog, ResLeNet: horse
Index: 2892, True: plane, LeNet: truck, ResLeNet: plane
Index: 2902, True: truck, LeNet: car, ResLeNet: truck
Index: 2914, True: frog, LeNet: dog, ResLeNet: frog
Index: 2949, True: cat, LeNet: deer, ResLeNet: cat
Index: 2954, True: truck, LeNet: car, ResLeNet: truck
Index: 2957, True: ship, LeNet: cat, ResLeNet: ship
Index: 2966, True: plane, LeNet: car, ResLeNet: plane
Index: 2976, True: plane, LeNet: truck, ResLeNet: plane
Index: 2977, True: bird, LeNet: frog, ResLeNet: bird
Index: 2985, True: bird, LeNet: ship, ResLeNet: bird
Index: 2986, True: car, LeNet: ship, ResLeNet: car
Index: 2992, True: deer, LeNet: ship, ResLeNet: deer
Index: 3005, True: plane, LeNet: bird, ResLeNet: plane
Index: 3023, True: cat, LeNet: dog, ResLeNet: cat
Index: 3038, True: cat, LeNet: bird, ResLeNet: cat
Index: 3043, True: deer, LeNet: cat, ResLeNet: deer
Index: 3051, True: ship, LeNet: bird, ResLeNet: ship
Index: 3053, True: deer, LeNet: cat, ResLeNet: deer
Index: 3060, True: horse, LeNet: deer, ResLeNet: horse
Index: 3063, True: plane, LeNet: bird, ResLeNet: plane
Index: 3069, True: deer, LeNet: cat, ResLeNet: deer
Index: 3073, True: cat, LeNet: dog, ResLeNet: cat
Index: 3082, True: horse, LeNet: cat, ResLeNet: horse
Index: 3084, True: cat, LeNet: deer, ResLeNet: cat
Index: 3085, True: bird, LeNet: frog, ResLeNet: bird
Index: 3108, True: ship, LeNet: deer, ResLeNet: ship
Index: 3109, True: ship, LeNet: truck, ResLeNet: ship
Index: 3110, True: horse, LeNet: dog, ResLeNet: horse
Index: 3114, True: bird, LeNet: ship, ResLeNet: bird
Index: 3119, True: deer, LeNet: frog, ResLeNet: deer
Index: 3120, True: deer, LeNet: bird, ResLeNet: deer
Index: 3146, True: bird, LeNet: frog, ResLeNet: bird
Index: 3148, True: plane, LeNet: ship, ResLeNet: plane
Index: 3159, True: bird, LeNet: dog, ResLeNet: bird
Index: 3165, True: car, LeNet: truck, ResLeNet: car
Index: 3171, True: plane, LeNet: car, ResLeNet: plane
Index: 3185, True: bird, LeNet: frog, ResLeNet: bird
Index: 3188, True: deer, LeNet: cat, ResLeNet: deer
Index: 3190, True: cat, LeNet: dog, ResLeNet: cat
Index: 3191, True: plane, LeNet: car, ResLeNet: plane
Index: 3193, True: bird, LeNet: deer, ResLeNet: bird
Index: 3196, True: horse, LeNet: cat, ResLeNet: horse
Index: 3201, True: frog, LeNet: cat, ResLeNet: frog
Index: 3212, True: frog, LeNet: bird, ResLeNet: frog
Index: 3216, True: deer, LeNet: cat, ResLeNet: deer
Index: 3218, True: truck, LeNet: deer, ResLeNet: truck
Index: 3219, True: plane, LeNet: car, ResLeNet: plane
Index: 3220, True: cat, LeNet: truck, ResLeNet: cat
Index: 3226, True: ship, LeNet: plane, ResLeNet: ship
Index: 3227, True: bird, LeNet: deer, ResLeNet: bird
Index: 3230, True: cat, LeNet: dog, ResLeNet: cat
Index: 3231, True: cat, LeNet: dog, ResLeNet: cat
Index: 3232, True: horse, LeNet: plane, ResLeNet: horse
Index: 3234, True: cat, LeNet: dog, ResLeNet: cat
Index: 3240, True: deer, LeNet: plane, ResLeNet: deer
Index: 3246, True: car, LeNet: ship, ResLeNet: car
Index: 3249, True: cat, LeNet: frog, ResLeNet: cat
Index: 3250, True: bird, LeNet: frog, ResLeNet: bird
Index: 3251, True: dog, LeNet: cat, ResLeNet: dog
Index: 3254, True: cat, LeNet: plane, ResLeNet: cat
Index: 3275, True: dog, LeNet: horse, ResLeNet: dog
Index: 3279, True: ship, LeNet: plane, ResLeNet: ship
Index: 3280, True: cat, LeNet: dog, ResLeNet: cat
Index: 3283, True: horse, LeNet: bird, ResLeNet: horse
Index: 3298, True: cat, LeNet: deer, ResLeNet: cat
Index: 3299, True: plane, LeNet: bird, ResLeNet: plane
Index: 3312, True: truck, LeNet: dog, ResLeNet: truck
Index: 3315, True: cat, LeNet: dog, ResLeNet: cat
Index: 3322, True: bird, LeNet: dog, ResLeNet: bird
Index: 3324, True: cat, LeNet: deer, ResLeNet: cat
Index: 3332, True: horse, LeNet: deer, ResLeNet: horse
Index: 3336, True: plane, LeNet: ship, ResLeNet: plane
Index: 3343, True: cat, LeNet: dog, ResLeNet: cat
Index: 3346, True: deer, LeNet: bird, ResLeNet: deer
Index: 3347, True: truck, LeNet: ship, ResLeNet: truck
Index: 3352, True: bird, LeNet: cat, ResLeNet: bird
Index: 3354, True: cat, LeNet: dog, ResLeNet: cat
Index: 3355, True: dog, LeNet: cat, ResLeNet: dog
Index: 3356, True: deer, LeNet: bird, ResLeNet: deer
Index: 3358, True: truck, LeNet: car, ResLeNet: truck
Index: 3363, True: bird, LeNet: car, ResLeNet: bird
Index: 3371, True: bird, LeNet: dog, ResLeNet: bird
Index: 3382, True: bird, LeNet: deer, ResLeNet: bird
Index: 3384, True: horse, LeNet: truck, ResLeNet: horse
Index: 3387, True: cat, LeNet: frog, ResLeNet: cat
Index: 3390, True: cat, LeNet: dog, ResLeNet: cat
Index: 3391, True: cat, LeNet: plane, ResLeNet: cat
Index: 3392, True: car, LeNet: truck, ResLeNet: car
Index: 3396, True: plane, LeNet: bird, ResLeNet: plane
Index: 3398, True: bird, LeNet: plane, ResLeNet: bird
Index: 3402, True: deer, LeNet: frog, ResLeNet: deer
Index: 3408, True: bird, LeNet: deer, ResLeNet: bird
Index: 3411, True: dog, LeNet: cat, ResLeNet: dog
Index: 3413, True: cat, LeNet: ship, ResLeNet: cat
Index: 3415, True: horse, LeNet: bird, ResLeNet: horse
Index: 3417, True: horse, LeNet: cat, ResLeNet: horse
Index: 3420, True: dog, LeNet: cat, ResLeNet: dog
Index: 3421, True: plane, LeNet: truck, ResLeNet: plane
Index: 3443, True: deer, LeNet: bird, ResLeNet: deer
Index: 3449, True: car, LeNet: truck, ResLeNet: car
Index: 3451, True: dog, LeNet: bird, ResLeNet: dog
Index: 3452, True: dog, LeNet: cat, ResLeNet: dog
Index: 3455, True: frog, LeNet: cat, ResLeNet: frog
Index: 3461, True: horse, LeNet: dog, ResLeNet: horse
Index: 3463, True: cat, LeNet: dog, ResLeNet: cat
Index: 3470, True: horse, LeNet: dog, ResLeNet: horse
Index: 3479, True: cat, LeNet: dog, ResLeNet: cat
Index: 3485, True: car, LeNet: plane, ResLeNet: car
Index: 3489, True: cat, LeNet: frog, ResLeNet: cat
Index: 3494, True: plane, LeNet: car, ResLeNet: plane
Index: 3497, True: plane, LeNet: car, ResLeNet: plane
Index: 3498, True: deer, LeNet: ship, ResLeNet: deer
Index: 3508, True: cat, LeNet: dog, ResLeNet: cat
Index: 3509, True: cat, LeNet: dog, ResLeNet: cat
Index: 3519, True: ship, LeNet: plane, ResLeNet: ship
Index: 3523, True: deer, LeNet: frog, ResLeNet: deer
Index: 3531, True: ship, LeNet: truck, ResLeNet: ship
Index: 3534, True: bird, LeNet: cat, ResLeNet: bird
Index: 3554, True: car, LeNet: truck, ResLeNet: car
Index: 3561, True: horse, LeNet: dog, ResLeNet: horse
Index: 3569, True: truck, LeNet: frog, ResLeNet: truck
Index: 3570, True: cat, LeNet: dog, ResLeNet: cat
Index: 3571, True: dog, LeNet: cat, ResLeNet: dog
Index: 3575, True: cat, LeNet: deer, ResLeNet: cat
Index: 3584, True: cat, LeNet: dog, ResLeNet: cat
Index: 3587, True: plane, LeNet: truck, ResLeNet: plane
Index: 3602, True: cat, LeNet: truck, ResLeNet: cat
Index: 3605, True: frog, LeNet: deer, ResLeNet: frog
Index: 3610, True: dog, LeNet: cat, ResLeNet: dog
Index: 3620, True: plane, LeNet: horse, ResLeNet: plane
Index: 3633, True: cat, LeNet: dog, ResLeNet: cat
Index: 3634, True: cat, LeNet: dog, ResLeNet: cat
Index: 3637, True: bird, LeNet: frog, ResLeNet: bird
Index: 3658, True: bird, LeNet: deer, ResLeNet: bird
Index: 3669, True: dog, LeNet: bird, ResLeNet: dog
Index: 3687, True: truck, LeNet: car, ResLeNet: truck
Index: 3693, True: frog, LeNet: ship, ResLeNet: frog
Index: 3694, True: bird, LeNet: plane, ResLeNet: bird
Index: 3697, True: deer, LeNet: bird, ResLeNet: deer
Index: 3711, True: frog, LeNet: deer, ResLeNet: frog
Index: 3714, True: cat, LeNet: dog, ResLeNet: cat
Index: 3721, True: bird, LeNet: plane, ResLeNet: bird
Index: 3726, True: dog, LeNet: cat, ResLeNet: dog
Index: 3728, True: bird, LeNet: frog, ResLeNet: bird
Index: 3733, True: bird, LeNet: cat, ResLeNet: bird
Index: 3734, True: horse, LeNet: dog, ResLeNet: horse
Index: 3744, True: deer, LeNet: horse, ResLeNet: deer
Index: 3757, True: deer, LeNet: truck, ResLeNet: deer
Index: 3771, True: bird, LeNet: plane, ResLeNet: bird
Index: 3773, True: bird, LeNet: dog, ResLeNet: bird
Index: 3776, True: truck, LeNet: plane, ResLeNet: truck
Index: 3783, True: bird, LeNet: cat, ResLeNet: bird
Index: 3786, True: horse, LeNet: truck, ResLeNet: horse
Index: 3793, True: frog, LeNet: cat, ResLeNet: frog
Index: 3797, True: frog, LeNet: cat, ResLeNet: frog
Index: 3806, True: dog, LeNet: ship, ResLeNet: dog
Index: 3816, True: bird, LeNet: deer, ResLeNet: bird
Index: 3820, True: plane, LeNet: ship, ResLeNet: plane
Index: 3824, True: bird, LeNet: deer, ResLeNet: bird
Index: 3827, True: deer, LeNet: dog, ResLeNet: deer
Index: 3831, True: dog, LeNet: horse, ResLeNet: dog
Index: 3840, True: frog, LeNet: cat, ResLeNet: frog
Index: 3844, True: bird, LeNet: dog, ResLeNet: bird
Index: 3849, True: dog, LeNet: bird, ResLeNet: dog
Index: 3857, True: car, LeNet: ship, ResLeNet: car
Index: 3864, True: cat, LeNet: truck, ResLeNet: cat
Index: 3868, True: dog, LeNet: bird, ResLeNet: dog
Index: 3870, True: ship, LeNet: plane, ResLeNet: ship
Index: 3875, True: bird, LeNet: horse, ResLeNet: bird
Index: 3878, True: dog, LeNet: plane, ResLeNet: dog
Index: 3881, True: horse, LeNet: deer, ResLeNet: horse
Index: 3890, True: horse, LeNet: dog, ResLeNet: horse
Index: 3899, True: frog, LeNet: bird, ResLeNet: frog
Index: 3901, True: cat, LeNet: deer, ResLeNet: cat
Index: 3902, True: truck, LeNet: car, ResLeNet: truck
Index: 3905, True: bird, LeNet: horse, ResLeNet: bird
Index: 3909, True: dog, LeNet: deer, ResLeNet: dog
Index: 3910, True: deer, LeNet: bird, ResLeNet: deer
Index: 3923, True: cat, LeNet: horse, ResLeNet: cat
Index: 3924, True: dog, LeNet: bird, ResLeNet: dog
Index: 3962, True: deer, LeNet: horse, ResLeNet: deer
Index: 3963, True: car, LeNet: horse, ResLeNet: car
Index: 3969, True: bird, LeNet: car, ResLeNet: bird
Index: 3978, True: bird, LeNet: cat, ResLeNet: bird
Index: 3986, True: horse, LeNet: plane, ResLeNet: horse
Index: 3988, True: car, LeNet: frog, ResLeNet: car
Index: 4012, True: cat, LeNet: dog, ResLeNet: cat
Index: 4016, True: frog, LeNet: dog, ResLeNet: frog
Index: 4042, True: deer, LeNet: plane, ResLeNet: deer
Index: 4043, True: cat, LeNet: frog, ResLeNet: cat
Index: 4048, True: dog, LeNet: cat, ResLeNet: dog
Index: 4051, True: dog, LeNet: cat, ResLeNet: dog
Index: 4052, True: dog, LeNet: bird, ResLeNet: dog
Index: 4054, True: horse, LeNet: truck, ResLeNet: horse
Index: 4055, True: car, LeNet: plane, ResLeNet: car
Index: 4057, True: horse, LeNet: truck, ResLeNet: horse
Index: 4058, True: horse, LeNet: dog, ResLeNet: horse
Index: 4062, True: plane, LeNet: ship, ResLeNet: plane
Index: 4077, True: cat, LeNet: dog, ResLeNet: cat
Index: 4085, True: ship, LeNet: cat, ResLeNet: ship
Index: 4092, True: horse, LeNet: deer, ResLeNet: horse
Index: 4094, True: cat, LeNet: dog, ResLeNet: cat
Index: 4096, True: ship, LeNet: plane, ResLeNet: ship
Index: 4097, True: cat, LeNet: frog, ResLeNet: cat
Index: 4107, True: cat, LeNet: deer, ResLeNet: cat
Index: 4114, True: deer, LeNet: frog, ResLeNet: deer
Index: 4116, True: bird, LeNet: frog, ResLeNet: bird
Index: 4119, True: frog, LeNet: ship, ResLeNet: frog
Index: 4121, True: dog, LeNet: deer, ResLeNet: dog
Index: 4124, True: ship, LeNet: plane, ResLeNet: ship
Index: 4137, True: deer, LeNet: cat, ResLeNet: deer
Index: 4143, True: dog, LeNet: truck, ResLeNet: dog
Index: 4147, True: cat, LeNet: bird, ResLeNet: cat
Index: 4157, True: bird, LeNet: ship, ResLeNet: bird
Index: 4158, True: horse, LeNet: deer, ResLeNet: horse
Index: 4163, True: bird, LeNet: frog, ResLeNet: bird
Index: 4166, True: car, LeNet: ship, ResLeNet: car
Index: 4167, True: plane, LeNet: frog, ResLeNet: plane
Index: 4193, True: truck, LeNet: plane, ResLeNet: truck
Index: 4196, True: ship, LeNet: plane, ResLeNet: ship
Index: 4199, True: ship, LeNet: plane, ResLeNet: ship
Index: 4203, True: bird, LeNet: deer, ResLeNet: bird
Index: 4204, True: bird, LeNet: deer, ResLeNet: bird
Index: 4209, True: deer, LeNet: plane, ResLeNet: deer
Index: 4210, True: cat, LeNet: car, ResLeNet: cat
Index: 4211, True: deer, LeNet: horse, ResLeNet: deer
Index: 4214, True: horse, LeNet: dog, ResLeNet: horse
Index: 4217, True: plane, LeNet: bird, ResLeNet: plane
Index: 4220, True: deer, LeNet: plane, ResLeNet: deer
Index: 4223, True: ship, LeNet: plane, ResLeNet: ship
Index: 4225, True: dog, LeNet: car, ResLeNet: dog
Index: 4238, True: dog, LeNet: cat, ResLeNet: dog
Index: 4248, True: cat, LeNet: dog, ResLeNet: cat
Index: 4258, True: ship, LeNet: plane, ResLeNet: ship
Index: 4266, True: cat, LeNet: dog, ResLeNet: cat
Index: 4267, True: horse, LeNet: truck, ResLeNet: horse
Index: 4270, True: plane, LeNet: cat, ResLeNet: plane
Index: 4280, True: ship, LeNet: plane, ResLeNet: ship
Index: 4281, True: horse, LeNet: bird, ResLeNet: horse
Index: 4282, True: cat, LeNet: dog, ResLeNet: cat
Index: 4286, True: bird, LeNet: plane, ResLeNet: bird
Index: 4287, True: plane, LeNet: car, ResLeNet: plane
Index: 4291, True: frog, LeNet: cat, ResLeNet: frog
Index: 4306, True: cat, LeNet: dog, ResLeNet: cat
Index: 4307, True: cat, LeNet: bird, ResLeNet: cat
Index: 4310, True: deer, LeNet: horse, ResLeNet: deer
Index: 4315, True: frog, LeNet: plane, ResLeNet: frog
Index: 4319, True: bird, LeNet: frog, ResLeNet: bird
Index: 4320, True: car, LeNet: plane, ResLeNet: car
Index: 4322, True: deer, LeNet: horse, ResLeNet: deer
Index: 4331, True: bird, LeNet: frog, ResLeNet: bird
Index: 4333, True: horse, LeNet: cat, ResLeNet: horse
Index: 4347, True: ship, LeNet: plane, ResLeNet: ship
Index: 4353, True: frog, LeNet: deer, ResLeNet: frog
Index: 4357, True: deer, LeNet: cat, ResLeNet: deer
Index: 4358, True: dog, LeNet: horse, ResLeNet: dog
Index: 4375, True: cat, LeNet: deer, ResLeNet: cat
Index: 4376, True: horse, LeNet: bird, ResLeNet: horse
Index: 4383, True: deer, LeNet: dog, ResLeNet: deer
Index: 4386, True: frog, LeNet: deer, ResLeNet: frog
Index: 4391, True: cat, LeNet: plane, ResLeNet: cat
Index: 4392, True: dog, LeNet: bird, ResLeNet: dog
Index: 4393, True: cat, LeNet: truck, ResLeNet: cat
Index: 4398, True: deer, LeNet: truck, ResLeNet: deer
Index: 4406, True: dog, LeNet: bird, ResLeNet: dog
Index: 4421, True: bird, LeNet: dog, ResLeNet: bird
Index: 4435, True: cat, LeNet: deer, ResLeNet: cat
Index: 4440, True: bird, LeNet: deer, ResLeNet: bird
Index: 4442, True: cat, LeNet: dog, ResLeNet: cat
Index: 4451, True: bird, LeNet: plane, ResLeNet: bird
Index: 4457, True: cat, LeNet: dog, ResLeNet: cat
Index: 4462, True: bird, LeNet: dog, ResLeNet: bird
Index: 4465, True: frog, LeNet: deer, ResLeNet: frog
Index: 4468, True: truck, LeNet: car, ResLeNet: truck
Index: 4470, True: plane, LeNet: ship, ResLeNet: plane
Index: 4475, True: car, LeNet: truck, ResLeNet: car
Index: 4476, True: car, LeNet: dog, ResLeNet: car
Index: 4486, True: ship, LeNet: car, ResLeNet: ship
Index: 4487, True: cat, LeNet: horse, ResLeNet: cat
Index: 4491, True: bird, LeNet: deer, ResLeNet: bird
Index: 4494, True: ship, LeNet: plane, ResLeNet: ship
Index: 4495, True: cat, LeNet: dog, ResLeNet: cat
Index: 4504, True: plane, LeNet: bird, ResLeNet: plane
Index: 4527, True: cat, LeNet: dog, ResLeNet: cat
Index: 4539, True: ship, LeNet: truck, ResLeNet: ship
Index: 4542, True: cat, LeNet: bird, ResLeNet: cat
Index: 4547, True: cat, LeNet: frog, ResLeNet: cat
Index: 4548, True: plane, LeNet: deer, ResLeNet: plane
Index: 4550, True: truck, LeNet: deer, ResLeNet: truck
Index: 4553, True: cat, LeNet: deer, ResLeNet: cat
Index: 4561, True: cat, LeNet: dog, ResLeNet: cat
Index: 4562, True: deer, LeNet: dog, ResLeNet: deer
Index: 4563, True: horse, LeNet: dog, ResLeNet: horse
Index: 4572, True: bird, LeNet: deer, ResLeNet: bird
Index: 4578, True: deer, LeNet: frog, ResLeNet: deer
Index: 4581, True: cat, LeNet: dog, ResLeNet: cat
Index: 4584, True: deer, LeNet: bird, ResLeNet: deer
Index: 4593, True: dog, LeNet: cat, ResLeNet: dog
Index: 4596, True: horse, LeNet: bird, ResLeNet: horse
Index: 4599, True: ship, LeNet: car, ResLeNet: ship
Index: 4604, True: deer, LeNet: dog, ResLeNet: deer
Index: 4606, True: plane, LeNet: horse, ResLeNet: plane
Index: 4624, True: dog, LeNet: cat, ResLeNet: dog
Index: 4630, True: bird, LeNet: cat, ResLeNet: bird
Index: 4634, True: horse, LeNet: car, ResLeNet: horse
Index: 4644, True: horse, LeNet: deer, ResLeNet: horse
Index: 4651, True: ship, LeNet: plane, ResLeNet: ship
Index: 4654, True: horse, LeNet: bird, ResLeNet: horse
Index: 4655, True: horse, LeNet: dog, ResLeNet: horse
Index: 4660, True: horse, LeNet: dog, ResLeNet: horse
Index: 4665, True: cat, LeNet: deer, ResLeNet: cat
Index: 4667, True: plane, LeNet: ship, ResLeNet: plane
Index: 4669, True: frog, LeNet: deer, ResLeNet: frog
Index: 4676, True: horse, LeNet: bird, ResLeNet: horse
Index: 4677, True: deer, LeNet: horse, ResLeNet: deer
Index: 4687, True: cat, LeNet: dog, ResLeNet: cat
Index: 4691, True: bird, LeNet: frog, ResLeNet: bird
Index: 4705, True: cat, LeNet: ship, ResLeNet: cat
Index: 4708, True: cat, LeNet: frog, ResLeNet: cat
Index: 4718, True: cat, LeNet: dog, ResLeNet: cat
Index: 4722, True: frog, LeNet: cat, ResLeNet: frog
Index: 4724, True: dog, LeNet: truck, ResLeNet: dog
Index: 4730, True: bird, LeNet: deer, ResLeNet: bird
Index: 4738, True: dog, LeNet: cat, ResLeNet: dog
Index: 4747, True: dog, LeNet: horse, ResLeNet: dog
Index: 4758, True: truck, LeNet: cat, ResLeNet: truck
Index: 4763, True: plane, LeNet: truck, ResLeNet: plane
Index: 4765, True: cat, LeNet: dog, ResLeNet: cat
Index: 4775, True: bird, LeNet: dog, ResLeNet: bird
Index: 4776, True: cat, LeNet: plane, ResLeNet: cat
Index: 4783, True: deer, LeNet: horse, ResLeNet: deer
Index: 4788, True: frog, LeNet: bird, ResLeNet: frog
Index: 4792, True: plane, LeNet: deer, ResLeNet: plane
Index: 4794, True: deer, LeNet: bird, ResLeNet: deer
Index: 4804, True: cat, LeNet: dog, ResLeNet: cat
Index: 4805, True: dog, LeNet: cat, ResLeNet: dog
Index: 4811, True: bird, LeNet: plane, ResLeNet: bird
Index: 4818, True: cat, LeNet: truck, ResLeNet: cat
Index: 4823, True: dog, LeNet: ship, ResLeNet: dog
Index: 4826, True: cat, LeNet: bird, ResLeNet: cat
Index: 4830, True: cat, LeNet: frog, ResLeNet: cat
Index: 4842, True: bird, LeNet: plane, ResLeNet: bird
Index: 4847, True: deer, LeNet: cat, ResLeNet: deer
Index: 4873, True: bird, LeNet: frog, ResLeNet: bird
Index: 4876, True: cat, LeNet: dog, ResLeNet: cat
Index: 4878, True: horse, LeNet: deer, ResLeNet: horse
Index: 4880, True: plane, LeNet: truck, ResLeNet: plane
Index: 4884, True: deer, LeNet: dog, ResLeNet: deer
Index: 4885, True: bird, LeNet: plane, ResLeNet: bird
Index: 4887, True: dog, LeNet: cat, ResLeNet: dog
Index: 4894, True: frog, LeNet: bird, ResLeNet: frog
Index: 4900, True: cat, LeNet: truck, ResLeNet: cat
Index: 4922, True: plane, LeNet: truck, ResLeNet: plane
Index: 4924, True: horse, LeNet: dog, ResLeNet: horse
Index: 4929, True: truck, LeNet: car, ResLeNet: truck
Index: 4932, True: truck, LeNet: car, ResLeNet: truck
Index: 4933, True: cat, LeNet: horse, ResLeNet: cat
Index: 4943, True: frog, LeNet: deer, ResLeNet: frog
Index: 4945, True: truck, LeNet: car, ResLeNet: truck
Index: 4947, True: dog, LeNet: frog, ResLeNet: dog
Index: 4962, True: cat, LeNet: ship, ResLeNet: cat
Index: 4967, True: horse, LeNet: bird, ResLeNet: horse
Index: 4970, True: bird, LeNet: frog, ResLeNet: bird
Index: 4973, True: car, LeNet: truck, ResLeNet: car
Index: 4974, True: horse, LeNet: dog, ResLeNet: horse
Index: 4975, True: cat, LeNet: frog, ResLeNet: cat
Index: 4982, True: cat, LeNet: deer, ResLeNet: cat
Index: 4985, True: deer, LeNet: bird, ResLeNet: deer
Index: 4987, True: cat, LeNet: frog, ResLeNet: cat
Index: 4988, True: dog, LeNet: deer, ResLeNet: dog
Index: 4993, True: horse, LeNet: bird, ResLeNet: horse
Index: 4995, True: bird, LeNet: dog, ResLeNet: bird
Index: 4997, True: cat, LeNet: truck, ResLeNet: cat
Index: 5011, True: cat, LeNet: dog, ResLeNet: cat
Index: 5017, True: horse, LeNet: truck, ResLeNet: horse
